memory_address,data_category,phase,fc,size_in_bytes,data_type,divide_by
2130,#51,total,4,2,INT16,100
2131,#51,total,4,2,,
2132,#51,total,4,2,UINT16,100
2133,#51,total,4,2,UINT16,100
2134,#51,total,4,4,UINT16,100
2136,#51,1,4,4,UINT32,100
2138,#51,1,4,4,INT32,1
2140,#51,1,4,2,UINT16,100
2141,#51,1,4,2,INT16,100
2142,#51,1,4,2,UINT16,100
2143,#51,1,4,2,UINT16,1
2144,#51,2,4,4,UINT32,100
2146,#51,2,4,4,INT32,1
2148,#51,2,4,2,UINT16,100
2149,#51,2,4,2,INT16,100
2150,#51,2,4,2,UINT16,100
2151,#51,2,4,2,UINT16,1
2152,#51,3,4,4,UINT32,100
2154,#51,3,4,4,INT32,1
2156,#51,3,4,2,UINT16,100
2157,#51,3,4,2,INT16,100
2158,#51,3,4,2,UINT16,100
2159,#51,3,4,2,UINT16,1
2160,#52,total,4,2,UINT16,1
2161,#52,total,4,2,UINT16,
2162,#52,total,4,4,UINT32,100
2164,#52,total,4,4,INT32,1
2166,#52,total,4,4,INT32,1
2168,#52,total,4,4,UINT32,1
2170,#52,total,4,2,INT16,100
2171,#52,total,4,2,,
2172,#52,total,4,2,UINT16,100
2173,#52,total,4,2,UINT16,100
2174,#52,total,4,4,UINT16,100
2176,#52,1,4,4,UINT32,100
2178,#52,1,4,4,INT32,1
2180,#52,1,4,2,UINT16,100
2181,#52,1,4,2,INT16,100
2182,#52,1,4,2,UINT16,100
2183,#52,1,4,2,UINT16,1
2184,#52,2,4,4,UINT32,100
2186,#52,2,4,4,INT32,1
2188,#52,2,4,2,UINT16,100
2189,#52,2,4,2,INT16,100
2190,#52,2,4,2,UINT16,100
2191,#52,2,4,2,UINT16,1
2192,#52,3,4,4,UINT32,100
2194,#52,3,4,4,INT32,1
2196,#52,3,4,2,UINT16,100
2197,#52,3,4,2,INT16,100
2198,#52,3,4,2,UINT16,100
2199,#52,3,4,2,UINT16,1
2200,#53,total,4,2,UINT16,1
2201,#53,total,4,2,UINT16,
2202,#53,total,4,4,UINT32,100
2204,#53,total,4,4,INT32,1
2206,#53,total,4,4,INT32,1
2208,#53,total,4,4,UINT32,1
2210,#53,total,4,2,INT16,100
2211,#53,total,4,2,,
2212,#53,total,4,2,UINT16,100
2213,#53,total,4,2,UINT16,100
2214,#53,total,4,4,UINT16,100
2216,#53,1,4,4,UINT32,100
2218,#53,1,4,4,INT32,1
2220,#53,1,4,2,UINT16,100
2221,#53,1,4,2,INT16,100
2222,#53,1,4,2,UINT16,100
2223,#53,1,4,2,UINT16,1
2224,#53,2,4,4,UINT32,100
2226,#53,2,4,4,INT32,1
2228,#53,2,4,2,UINT16,100
2229,#53,2,4,2,INT16,100
2230,#53,2,4,2,UINT16,100
2231,#53,2,4,2,UINT16,1
2232,#53,3,4,4,UINT32,100
2234,#53,3,4,4,INT32,1
2236,#53,3,4,2,UINT16,100
2237,#53,3,4,2,INT16,100
2238,#53,3,4,2,UINT16,100
2239,#53,3,4,2,UINT16,1
2240,#54,total,4,2,UINT16,1
2241,#54,total,4,2,UINT16,
2242,#54,total,4,4,UINT32,100
2244,#54,total,4,4,INT32,1
2246,#54,total,4,4,INT32,1
2248,#54,total,4,4,UINT32,1
2250,#54,total,4,2,INT16,100
2251,#54,total,4,2,,
2252,#54,total,4,2,UINT16,100
2253,#54,total,4,2,UINT16,100
2254,#54,total,4,4,UINT16,100
2256,#54,1,4,4,UINT32,100
2258,#54,1,4,4,INT32,1
2260,#54,1,4,2,UINT16,100
2261,#54,1,4,2,INT16,100
2262,#54,1,4,2,UINT16,100
2263,#54,1,4,2,UINT16,1
2264,#54,2,4,4,UINT32,100
2266,#54,2,4,4,INT32,1
2268,#54,2,4,2,UINT16,100
2269,#54,2,4,2,INT16,100
2270,#54,2,4,2,UINT16,100
2271,#54,2,4,2,UINT16,1
2272,#54,3,4,4,UINT32,100
2274,#54,3,4,4,INT32,1
2276,#54,3,4,2,UINT16,100
2277,#54,3,4,2,INT16,100
2278,#54,3,4,2,UINT16,100
2279,#54,3,4,2,UINT16,1
2300,system,,4,2,UINT16,1
2301,system,,4,2,INT16,10
2302,system,,4,2,UINT16,100
2303,system,,4,2,UINT16,1
2304,system,,4,2,UINT16,10
2305,system,,4,6,,
2308,status,,4,2,UINT16,1
2309,status,,4,2,UINT16,1
2310,status,,4,2,UINT16,1
2311,status,,4,2,UINT16,1
2312,status,,4,2,UINT16,1
2313,status,,4,2,UINT16,1
2314,status,,4,2,UINT16,1
2315,status,,4,2,UINT16,1
2316,status,,4,2,UINT16,1
2317,status,,4,2,UINT16,1
2318,status,,4,2,UINT16,1
2319,status,,4,2,UINT16,1
2320,status,,4,2,UINT16,1
2321,status,,4,2,UINT16,1
2322,status,,4,2,UINT16,1
2323,status,,4,2,UINT16,1
2324,status,,4,2,UINT16,1
2325,status,,4,2,UINT16,1
2326,status,,4,2,UINT16,1
2327,status,,4,2,UINT16,1
2328,status,,4,2,UINT16,1
2329,status,,4,2,UINT16,1
2330,status,,4,2,UINT16,1
2331,status,,4,2,UINT16,1
2332,status,,4,2,UINT16,1
2333,status,,4,2,UINT16,1
2334,status,,4,2,UINT16,1
2335,status,,4,2,UINT16,1
2336,status,,4,2,UINT16,1
2337,status,,4,2,UINT16,1
2338,status,,4,2,UINT16,1
2339,status,,4,2,UINT16,1
2340,status,,4,2,UINT16,1
2341,status,,4,2,UINT16,1
2342,status,,4,2,UINT16,1
2343,status,,4,2,UINT16,1
2344,status,,4,2,UINT16,1
2345,status,,4,2,UINT16,1
2346,status,,4,2,UINT16,1
2347,status,,4,2,UINT16,1
2348,status,,4,2,UINT16,1
2349,status,,4,2,UINT16,1
2350,status,,4,2,UINT16,1
2351,status,,4,2,UINT16,1
2352,status,,4,2,UINT16,1
2353,status,,4,2,UINT16,1
2354,status,,4,2,UINT16,1
2355,status,,4,2,UINT16,1
2356,status,,4,2,UINT16,1
2357,status,,4,2,UINT16,1
2358,status,,4,2,UINT16,1
2359,status,,4,2,UINT16,1
2360,status,,4,2,UINT16,1
2361,status,,4,2,UINT16,1
2362,status,,4,2,UINT16,1
2363,status,,4,2,UINT16,1
2364,voltage,total,4,4,UINT32,100
2366,voltage,total,4,4,UINT32,100
2368,voltage,total,4,2,UINT16,100
2369,voltage,total,4,2,UINT16,100
2370,voltage,1,4,4,UINT32,100
2372,voltage,1,4,4,UINT32,100
2374,voltage,1,4,2,UINT16,100
2375,voltage,1,4,2,UINT16,100
2376,voltage,2,4,4,UINT32,100
2378,voltage,2,4,4,UINT32,100
2380,voltage,2,4,2,UINT16,100
2381,voltage,2,4,2,UINT16,100
2382,voltage,3,4,4,UINT32,100
2384,voltage,3,4,4,UINT32,100
2386,voltage,3,4,2,UINT16,100
2387,voltage,3,4,2,UINT16,100
2388,voltage,,4,8,,
2392,sag,,4,2,UINT16,
2393,sag,,4,2,UINT16,
2394,sag,,4,2,UINT16,
2395,sag,,4,2,UINT16,
2396,sag,,4,2,UINT16,
2397,sag,,4,2,UINT16,
2398,swell,,4,2,UINT16,
2399,swell,,4,2,UINT16,
2400,swell,,4,2,UINT16,
2401,swell,,4,2,UINT16,
2402,swell,,4,2,UINT16,
2403,swell,,4,2,UINT16,
2404,,,4,32,,
2420,#1,+,4,2,UINT16,1
2421,#1,+,4,2,UINT16,
2422,#1,+,4,4,UINT32,100
2424,#1,+,4,4,INT32,1
2426,#1,+,4,4,INT32,1
2428,#1,+,4,4,UINT32,1
2430,#1,+,4,2,INT16,100
2431,#1,+,4,2,,
2432,#1,+,4,2,UINT16,100
2433,#1,+,4,2,UINT16,100
2434,#1,+,4,4,UINT16,100
2436,#1,1,4,4,UINT32,100
2438,#1,1,4,4,UINT32,100
2440,#1,1,4,4,INT32,1
2442,#1,1,4,4,INT32,1
2444,#1,1,4,4,UINT32,1
2446,#1,1,4,2,UINT16,100
2447,#1,1,4,2,UINT16,100
2448,#1,1,4,2,UINT16,100
2449,#1,1,4,2,INT16,100
2450,#1,1,4,2,UINT16,100
2451,#1,1,4,2,UINT16,1
2452,#1,2,4,4,UINT32,100
2454,#1,2,4,4,UINT32,100
2456,#1,2,4,4,INT32,1
2458,#1,2,4,4,INT32,1
2460,#1,2,4,4,UINT32,1
2462,#1,2,4,2,UINT16,100
2463,#1,2,4,2,UINT16,100
2464,#1,2,4,2,UINT16,100
2465,#1,2,4,2,INT16,100
2466,#1,2,4,2,UINT16,100
2467,#1,2,4,2,UINT16,1
2468,#1,3,4,4,UINT32,100
2470,#1,3,4,4,UINT32,100
2472,#1,3,4,4,INT32,1
2474,#1,3,4,4,INT32,1
2476,#1,3,4,4,UINT32,1
2478,#1,3,4,2,UINT16,100
2479,#1,3,4,2,UINT16,100
2480,#1,3,4,2,UINT16,100
2481,#1,3,4,2,INT16,100
2482,#1,3,4,2,UINT16,100
2483,#1,3,4,2,UINT16,1
2484,#2,total,4,2,UINT16,1
2485,#2,total,4,2,UINT16,
2486,#2,total,4,4,UINT32,100
2488,#2,total,4,4,INT32,1
2490,#2,total,4,4,INT32,1
2492,#2,total,4,4,UINT32,1
2494,#2,total,4,2,INT16,100
2495,#2,total,4,2,,
2496,#2,total,4,2,UINT16,100
2497,#2,total,4,2,UINT16,100
2498,#2,total,4,4,UINT16,100
2500,#2,1,4,4,UINT32,100
2502,#2,1,4,4,UINT32,100
2504,#2,1,4,4,INT32,1
2506,#2,1,4,4,INT32,1
2508,#2,1,4,4,UINT32,1
2510,#2,1,4,2,UINT16,100
2511,#2,1,4,2,UINT16,100
2512,#2,1,4,2,UINT16,100
2513,#2,1,4,2,INT16,100
2514,#2,1,4,2,UINT16,100
2515,#2,1,4,2,UINT16,1
2516,#2,2,4,4,UINT32,100
2518,#2,2,4,4,UINT32,100
2520,#2,2,4,4,INT32,1
2522,#2,2,4,4,INT32,1
2524,#2,2,4,4,UINT32,1
2526,#2,2,4,2,UINT16,100
2527,#2,2,4,2,UINT16,100
2528,#2,2,4,2,UINT16,100
2529,#2,2,4,2,INT16,100
2530,#2,2,4,2,UINT16,100
2531,#2,2,4,2,UINT16,1
2532,#2,3,4,4,UINT32,100
2534,#2,3,4,4,UINT32,100
2536,#2,3,4,4,INT32,1
2538,#2,3,4,4,INT32,1
2540,#2,3,4,4,UINT32,1
2542,#2,3,4,2,UINT16,100
2543,#2,3,4,2,UINT16,100
2544,#2,3,4,2,UINT16,100
2545,#2,3,4,2,INT16,100
2546,#2,3,4,2,UINT16,100
2547,#2,3,4,2,UINT16,1
2548,#3,total,4,2,UINT16,1
2549,#3,total,4,2,UINT16,
2550,#3,total,4,4,UINT32,100
2552,#3,total,4,4,INT32,1
2554,#3,total,4,4,INT32,1
2556,#3,total,4,4,UINT32,1
2558,#3,total,4,2,INT16,100
2559,#3,total,4,2,,
2560,#3,total,4,2,UINT16,100
2561,#3,total,4,2,UINT16,100
2562,#3,total,4,4,UINT16,100
2564,#3,1,4,4,UINT32,100
2566,#3,1,4,4,UINT32,100
2568,#3,1,4,4,INT32,1
2570,#3,1,4,4,INT32,1
2572,#3,1,4,4,UINT32,1
2574,#3,1,4,2,UINT16,100
2575,#3,1,4,2,UINT16,100
2576,#3,1,4,2,UINT16,100
2577,#3,1,4,2,INT16,100
2578,#3,1,4,2,UINT16,100
2579,#3,1,4,2,UINT16,1
2580,#3,2,4,4,UINT32,100
2582,#3,2,4,4,UINT32,100
2584,#3,2,4,4,INT32,1
2586,#3,2,4,4,INT32,1
2588,#3,2,4,4,UINT32,1
2590,#3,2,4,2,UINT16,100
2591,#3,2,4,2,UINT16,100
2592,#3,2,4,2,UINT16,100
2593,#3,2,4,2,INT16,100
2594,#3,2,4,2,UINT16,100
2595,#3,2,4,2,UINT16,1
2596,#3,3,4,4,UINT32,100
2598,#3,3,4,4,UINT32,100
2600,#3,3,4,4,INT32,1
2602,#3,3,4,4,INT32,1
2604,#3,3,4,4,UINT32,1
2606,#3,3,4,2,UINT16,100
2607,#3,3,4,2,UINT16,100
2608,#3,3,4,2,UINT16,100
2609,#3,3,4,2,INT16,100
2610,#3,3,4,2,UINT16,100
2611,#3,3,4,2,UINT16,1
2612,#4,total,4,2,UINT16,1
2613,#4,total,4,2,UINT16,
2614,#4,total,4,4,UINT32,100
2616,#4,total,4,4,INT32,1
2618,#4,total,4,4,INT32,1
2620,#4,total,4,4,UINT32,1
2622,#4,total,4,2,INT16,100
2623,#4,total,4,2,,
2624,#4,total,4,2,UINT16,100
2625,#4,total,4,2,UINT16,100
2626,#4,total,4,4,UINT16,100
2628,#4,1,4,4,UINT32,100
2630,#4,1,4,4,UINT32,100
2632,#4,1,4,4,INT32,1
2634,#4,1,4,4,INT32,1
2636,#4,1,4,4,UINT32,1
2638,#4,1,4,2,UINT16,100
2639,#4,1,4,2,UINT16,100
2640,#4,1,4,2,UINT16,100
2641,#4,1,4,2,INT16,100
2642,#4,1,4,2,UINT16,100
2643,#4,1,4,2,UINT16,1
2644,#4,2,4,4,UINT32,100
2646,#4,2,4,4,UINT32,100
2648,#4,2,4,4,INT32,1
2650,#4,2,4,4,INT32,1
2652,#4,2,4,4,UINT32,1
2654,#4,2,4,2,UINT16,100
2655,#4,2,4,2,UINT16,100
2656,#4,2,4,2,UINT16,100
2657,#4,2,4,2,INT16,100
2658,#4,2,4,2,UINT16,100
2659,#4,2,4,2,UINT16,1
2660,#4,3,4,4,UINT32,100
2662,#4,3,4,4,UINT32,100
2664,#4,3,4,4,INT32,1
2666,#4,3,4,4,INT32,1
2668,#4,3,4,4,UINT32,1
2670,#4,3,4,2,UINT16,100
2671,#4,3,4,2,UINT16,100
2672,#4,3,4,2,UINT16,100
2673,#4,3,4,2,INT16,100
2674,#4,3,4,2,UINT16,100
2675,#4,3,4,2,UINT16,1
2676,#5,total,4,2,UINT16,1
2677,#5,total,4,2,,
2678,#5,total,4,4,UINT32,100
2680,#5,total,4,4,INT32,1
2682,#5,total,4,4,INT32,1
2684,#5,total,4,4,UINT32,1
2686,#5,total,4,2,INT16,100
2687,#5,total,4,2,,
2688,#5,total,4,2,UINT16,100
2689,#5,total,4,2,UINT16,100
2690,#5,total,4,4,UINT16,100
2692,#5,1,4,4,UINT32,100
2694,#5,1,4,4,UINT32,100
2696,#5,1,4,4,INT32,1
2698,#5,1,4,4,INT32,1
2700,#5,1,4,4,UINT32,1
2702,#5,1,4,2,UINT16,100
2703,#5,1,4,2,UINT16,100
2704,#5,1,4,2,UINT16,100
2705,#5,1,4,2,INT16,100
2706,#5,1,4,2,UINT16,100
2707,#5,1,4,2,UINT16,1
2708,#5,2,4,4,UINT32,100
2710,#5,2,4,4,UINT32,100
2712,#5,2,4,4,INT32,1
2714,#5,2,4,4,INT32,1
2716,#5,2,4,4,UINT32,1
2718,#5,2,4,2,UINT16,100
2719,#5,2,4,2,UINT16,100
2720,#5,2,4,2,UINT16,100
2721,#5,2,4,2,INT16,100
2722,#5,2,4,2,UINT16,100
2723,#5,2,4,2,UINT16,1
2724,#5,3,4,4,UINT32,100
2726,#5,3,4,4,UINT32,100
2728,#5,3,4,4,INT32,1
2730,#5,3,4,4,INT32,1
2732,#5,3,4,4,UINT32,1
2734,#5,3,4,2,UINT16,100
2735,#5,3,4,2,UINT16,100
2736,#5,3,4,2,UINT16,100
2737,#5,3,4,2,INT16,100
2738,#5,3,4,2,UINT16,100
2739,#5,3,4,2,UINT16,1
2740,#6,total,4,2,UINT16,1
2741,#6,total,4,2,,
2742,#6,total,4,4,UINT32,100
2744,#6,total,4,4,INT32,1
2746,#6,total,4,4,INT32,1
2748,#6,total,4,4,UINT32,1
2750,#6,total,4,2,INT16,100
2751,#6,total,4,2,,
2752,#6,total,4,2,UINT16,100
2753,#6,total,4,2,UINT16,100
2754,#6,total,4,4,UINT16,100
2756,#6,1,4,4,UINT32,100
2758,#6,1,4,4,UINT32,100
2760,#6,1,4,4,INT32,1
2762,#6,1,4,4,INT32,1
2764,#6,1,4,4,UINT32,1
2766,#6,1,4,2,UINT16,100
2767,#6,1,4,2,UINT16,100
2768,#6,1,4,2,UINT16,100
2769,#6,1,4,2,INT16,100
2770,#6,1,4,2,UINT16,100
2771,#6,1,4,2,UINT16,1
2772,#6,2,4,4,UINT32,100
2774,#6,2,4,4,UINT32,100
2776,#6,2,4,4,INT32,1
2778,#6,2,4,4,INT32,1
2780,#6,2,4,4,UINT32,1
2782,#6,2,4,2,UINT16,100
2783,#6,2,4,2,UINT16,100
2784,#6,2,4,2,UINT16,100
2785,#6,2,4,2,INT16,100
2786,#6,2,4,2,UINT16,100
2787,#6,2,4,2,UINT16,1
2788,#6,3,4,4,UINT32,100
2790,#6,3,4,4,UINT32,100
2792,#6,3,4,4,INT32,1
2794,#6,3,4,4,INT32,1
2796,#6,3,4,4,UINT32,1
2798,#6,3,4,2,UINT16,100
2799,#6,3,4,2,UINT16,100
2800,#6,3,4,2,UINT16,100
2801,#6,3,4,2,INT16,100
2802,#6,3,4,2,UINT16,100
2803,#6,3,4,2,UINT16,1
2804,#7,total,4,2,UINT16,1
2805,#7,total,4,2,,
2806,#7,total,4,4,UINT32,100
2808,#7,total,4,4,INT32,1
2810,#7,total,4,4,INT32,1
2812,#7,total,4,4,UINT32,1
2814,#7,total,4,2,INT16,100
2815,#7,total,4,2,,
2816,#7,total,4,2,UINT16,100
2817,#7,total,4,2,UINT16,100
2818,#7,total,4,4,UINT16,100
2820,#7,1,4,4,UINT32,100
2822,#7,1,4,4,UINT32,100
2824,#7,1,4,4,INT32,1
2826,#7,1,4,4,INT32,1
2828,#7,1,4,4,UINT32,1
2830,#7,1,4,2,UINT16,100
2831,#7,1,4,2,UINT16,100
2832,#7,1,4,2,UINT16,100
2833,#7,1,4,2,INT16,100
2834,#7,1,4,2,UINT16,100
2835,#7,1,4,2,UINT16,1
2836,#7,2,4,4,UINT32,100
2838,#7,2,4,4,UINT32,100
2840,#7,2,4,4,INT32,1
2842,#7,2,4,4,INT32,1
2844,#7,2,4,4,UINT32,1
2846,#7,2,4,2,UINT16,100
2847,#7,2,4,2,UINT16,100
2848,#7,2,4,2,UINT16,100
2849,#7,2,4,2,INT16,100
2850,#7,2,4,2,UINT16,100
2851,#7,2,4,2,UINT16,1
2852,#7,3,4,4,UINT32,100
2854,#7,3,4,4,UINT32,100
2856,#7,3,4,4,INT32,1
2858,#7,3,4,4,INT32,1
2860,#7,3,4,4,UINT32,1
2862,#7,3,4,2,UINT16,100
2863,#7,3,4,2,UINT16,100
2864,#7,3,4,2,UINT16,100
2865,#7,3,4,2,INT16,100
2866,#7,3,4,2,UINT16,100
2867,#7,3,4,2,UINT16,1
2868,#8,total,4,2,UINT16,1
2869,#8,total,4,2,,
2870,#8,total,4,4,UINT32,100
2872,#8,total,4,4,INT32,1
2874,#8,total,4,4,INT32,1
2876,#8,total,4,4,UINT32,1
2878,#8,total,4,2,INT16,100
2879,#8,total,4,2,,
3056,#10,3,4,2,UINT16,100
2880,#8,total,4,2,UINT16,100
2881,#8,total,4,2,UINT16,100
2882,#8,total,4,4,UINT16,100
2884,#8,1,4,4,UINT32,100
2886,#8,1,4,4,UINT32,100
2888,#8,1,4,4,INT32,1
2890,#8,1,4,4,INT32,1
2892,#8,1,4,4,UINT32,1
2894,#8,1,4,2,UINT16,100
2895,#8,1,4,2,UINT16,100
2896,#8,1,4,2,UINT16,100
2897,#8,1,4,2,INT16,100
2898,#8,1,4,2,UINT16,100
2899,#8,1,4,2,UINT16,1
2900,#8,2,4,4,UINT32,100
2902,#8,2,4,4,UINT32,100
2904,#8,2,4,4,INT32,1
2906,#8,2,4,4,INT32,1
2908,#8,2,4,4,UINT32,1
2910,#8,2,4,2,UINT16,100
2911,#8,2,4,2,UINT16,100
2912,#8,2,4,2,UINT16,100
2913,#8,2,4,2,INT16,100
2914,#8,2,4,2,UINT16,100
2915,#8,2,4,2,UINT16,1
2916,#8,3,4,4,UINT32,100
2918,#8,3,4,4,UINT32,100
2920,#8,3,4,4,INT32,1
2922,#8,3,4,4,INT32,1
2924,#8,3,4,4,UINT32,1
2926,#8,3,4,2,UINT16,100
2927,#8,3,4,2,UINT16,100
2928,#8,3,4,2,UINT16,100
2929,#8,3,4,2,INT16,100
2930,#8,3,4,2,UINT16,100
2931,#8,3,4,2,UINT16,1
2932,#9,total,4,2,UINT16,1
2933,#9,total,4,2,,
2934,#9,total,4,4,UINT32,100
2936,#9,total,4,4,INT32,1
2938,#9,total,4,4,INT32,1
2940,#9,total,4,4,UINT32,1
2942,#9,total,4,2,INT16,100
2943,#9,total,4,2,,
2944,#9,total,4,2,UINT16,100
2945,#9,total,4,2,UINT16,100
2946,#9,total,4,4,UINT16,100
2948,#9,1,4,4,UINT32,100
2950,#9,1,4,4,UINT32,100
2952,#9,1,4,4,INT32,1
2954,#9,1,4,4,INT32,1
2956,#9,1,4,4,UINT32,1
2958,#9,1,4,2,UINT16,100
2959,#9,1,4,2,UINT16,100
2960,#9,1,4,2,UINT16,100
2961,#9,1,4,2,INT16,100
2962,#9,1,4,2,UINT16,100
2963,#9,1,4,2,UINT16,1
2964,#9,2,4,4,UINT32,100
2966,#9,2,4,4,UINT32,100
2968,#9,2,4,4,INT32,1
2970,#9,2,4,4,INT32,1
2972,#9,2,4,4,UINT32,1
2974,#9,2,4,2,UINT16,100
2975,#9,2,4,2,UINT16,100
2976,#9,2,4,2,UINT16,100
2977,#9,2,4,2,INT16,100
2978,#9,2,4,2,UINT16,100
2979,#9,2,4,2,UINT16,1
2980,#9,3,4,4,UINT32,100
2982,#9,3,4,4,UINT32,100
2984,#9,3,4,4,INT32,1
2986,#9,3,4,4,INT32,1
2988,#9,3,4,4,UINT32,1
2990,#9,3,4,2,UINT16,100
2991,#9,3,4,2,UINT16,100
2992,#9,3,4,2,UINT16,100
2993,#9,3,4,2,INT16,100
2994,#9,3,4,2,UINT16,100
2995,#9,3,4,2,UINT16,1
2996,#10,total,4,2,UINT16,1
2997,#10,total,4,2,,
2998,#10,total,4,4,UINT32,100
3000,#10,total,4,4,INT32,1
3002,#10,total,4,4,INT32,1
3004,#10,total,4,4,UINT32,1
3006,#10,total,4,2,INT16,100
3007,#10,total,4,2,,
3008,#10,total,4,2,UINT16,100
3009,#10,total,4,2,UINT16,100
3010,#10,total,4,4,UINT16,100
3012,#10,1,4,4,UINT32,100
3014,#10,1,4,4,UINT32,100
3016,#10,1,4,4,INT32,1
3018,#10,1,4,4,INT32,1
3020,#10,1,4,4,UINT32,1
3022,#10,1,4,2,UINT16,100
3023,#10,1,4,2,UINT16,100
3024,#10,1,4,2,UINT16,100
3025,#10,1,4,2,INT16,100
3026,#10,1,4,2,UINT16,100
3027,#10,1,4,2,UINT16,1
3028,#10,2,4,4,UINT32,100
3030,#10,2,4,4,UINT32,100
3032,#10,2,4,4,INT32,1
3034,#10,2,4,4,INT32,1
3036,#10,2,4,4,UINT32,1
3038,#10,2,4,2,UINT16,100
3039,#10,2,4,2,UINT16,100
3040,#10,2,4,2,UINT16,100
3041,#10,2,4,2,INT16,100
3042,#10,2,4,2,UINT16,100
3043,#10,2,4,2,UINT16,1
3044,#10,3,4,4,UINT32,100
3046,#10,3,4,4,UINT32,100
3048,#10,3,4,4,INT32,1
3050,#10,3,4,4,INT32,1
3052,#10,3,4,4,UINT32,1
3054,#10,3,4,2,UINT16,100
3055,#10,3,4,2,UINT16,100
3057,#10,3,4,2,INT16,100
3058,#10,3,4,2,UINT16,100
3059,#10,3,4,2,UINT16,1
3060,#11,total,4,2,UINT16,1
3061,#11,total,4,2,,
3062,#11,total,4,4,UINT32,100
3064,#11,total,4,4,INT32,1
3066,#11,total,4,4,INT32,1
3068,#11,total,4,4,UINT32,1
3070,#11,total,4,2,INT16,100
3071,#11,total,4,2,,
3072,#11,total,4,2,UINT16,100
3073,#11,total,4,2,UINT16,100
3074,#11,total,4,4,UINT16,100
3076,#11,1,4,4,UINT32,100
3078,#11,1,4,4,UINT32,100
3080,#11,1,4,4,INT32,1
3082,#11,1,4,4,INT32,1
3084,#11,1,4,4,UINT32,1
3086,#11,1,4,2,UINT16,100
3087,#11,1,4,2,UINT16,100
3088,#11,1,4,2,UINT16,100
3089,#11,1,4,2,INT16,100
3090,#11,1,4,2,UINT16,100
3091,#11,1,4,2,UINT16,1
3092,#11,2,4,4,UINT32,100
3094,#11,2,4,4,UINT32,100
3096,#11,2,4,4,INT32,1
3098,#11,2,4,4,INT32,1
3100,#11,2,4,4,UINT32,1
3102,#11,2,4,2,UINT16,100
3103,#11,2,4,2,UINT16,100
3104,#11,2,4,2,UINT16,100
3105,#11,2,4,2,INT16,100
3106,#11,2,4,2,UINT16,100
3107,#11,2,4,2,UINT16,1
3108,#11,3,4,4,UINT32,100
3110,#11,3,4,4,UINT32,100
3112,#11,3,4,4,INT32,1
3114,#11,3,4,4,INT32,1
3116,#11,3,4,4,UINT32,1
3118,#11,3,4,2,UINT16,100
3119,#11,3,4,2,UINT16,100
3120,#11,3,4,2,UINT16,100
3121,#11,3,4,2,INT16,100
3122,#11,3,4,2,UINT16,100
3123,#11,3,4,2,UINT16,1
3124,#12,total,4,2,UINT16,1
3125,#12,total,4,2,,
3126,#12,total,4,4,UINT32,100
3128,#12,total,4,4,INT32,1
3130,#12,total,4,4,INT32,1
3132,#12,total,4,4,UINT32,1
3134,#12,total,4,2,INT16,100
3135,#12,total,4,2,,
3136,#12,total,4,2,UINT16,100
3137,#12,total,4,2,UINT16,100
3138,#12,total,4,4,UINT16,100
3140,#12,1,4,4,UINT32,100
3142,#12,1,4,4,UINT32,100
3144,#12,1,4,4,INT32,1
3146,#12,1,4,4,INT32,1
3148,#12,1,4,4,UINT32,1
3150,#12,1,4,2,UINT16,100
3151,#12,1,4,2,UINT16,100
3152,#12,1,4,2,UINT16,100
3153,#12,1,4,2,INT16,100
3154,#12,1,4,2,UINT16,100
3155,#12,1,4,2,UINT16,1
3156,#12,2,4,4,UINT32,100
3158,#12,2,4,4,UINT32,100
3160,#12,2,4,4,INT32,1
3162,#12,2,4,4,INT32,1
3164,#12,2,4,4,UINT32,1
3166,#12,2,4,2,UINT16,100
3167,#12,2,4,2,UINT16,100
3168,#12,2,4,2,UINT16,100
3169,#12,2,4,2,INT16,100
3170,#12,2,4,2,UINT16,100
3171,#12,2,4,2,UINT16,1
3172,#12,3,4,4,UINT32,100
3174,#12,3,4,4,UINT32,100
3176,#12,3,4,4,INT32,1
3178,#12,3,4,4,INT32,1
3180,#12,3,4,4,UINT32,1
3182,#12,3,4,2,UINT16,100
3183,#12,3,4,2,UINT16,100
3184,#12,3,4,2,UINT16,100
3185,#12,3,4,2,INT16,100
3186,#12,3,4,2,UINT16,100
3187,#12,3,4,2,UINT16,1
3188,#13,total,4,2,UINT16,1
3189,#13,total,4,2,,
3190,#13,total,4,4,UINT32,100
3192,#13,total,4,4,INT32,1
3194,#13,total,4,4,INT32,1
3196,#13,total,4,4,UINT32,1
3198,#13,total,4,2,INT16,100
3199,#13,total,4,2,,
3200,#13,total,4,2,UINT16,100
3201,#13,total,4,2,UINT16,100
3202,#13,total,4,4,UINT16,100
3204,#13,1,4,4,UINT32,100
3206,#13,1,4,4,UINT32,100
3208,#13,1,4,4,INT32,1
3210,#13,1,4,4,INT32,1
3212,#13,1,4,4,UINT32,1
3214,#13,1,4,2,UINT16,100
3215,#13,1,4,2,UINT16,100
3216,#13,1,4,2,UINT16,100
3217,#13,1,4,2,INT16,100
3218,#13,1,4,2,UINT16,100
3219,#13,1,4,2,UINT16,1
3220,#13,2,4,4,UINT32,100
3222,#13,2,4,4,UINT32,100
3224,#13,2,4,4,INT32,1
3226,#13,2,4,4,INT32,1
3228,#13,2,4,4,UINT32,1
3230,#13,2,4,2,UINT16,100
3231,#13,2,4,2,UINT16,100
3232,#13,2,4,2,UINT16,100
